,Customer Facing Flag,DCV Ind,DTV Ind,Drive Time Points,Dwelling Type,Employee Type Code,HC Equipment Passed,HC Equipment,Job Type,Labor Type,Points,Q Code,Region,Service Call Ind,Site,Survey Response Value,Truck Roll Ind,Verified Vendor,Work Order Class,Work Order Type,New Time
140063,N,0,0,3,Non-Residential,5I,1,1,Install,In House,59,I,Southwest Region,0,Las Vegas,,1,N,H,Install,243.0
140065,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,53,I,Southwest Region,0,Las Vegas,,1,Y,H,Sro,354.0
140131,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,35,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,68.00000000000001
140282,Y,0,0,3,Non-Residential,5I,1,1,Install,In House,56,I,Southwest Region,0,Las Vegas,,1,N,*,Install,227.0
140283,N,0,0,3,Non-Residential,5I,0,0,Install,In House,66,I,Southwest Region,0,Las Vegas,,1,N,*,Install,332.0
140284,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Southwest Region,0,Las Vegas,,1,Y,H,Sro,146.0
140319,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,231.0
140469,Y,0,0,3,Non-Residential,5I,1,1,Install,In House,48,I,Virginia,0,Northern Virginia,,1,N,*,Install,280.0
140934,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Virginia,1,Northern Virginia,,1,N,H,Trouble Call,244.00000000000003
141033,Y,0,0,3,Non-Residential,5I,0,0,SRO,In House,35,I,Virginia,0,Northern Virginia,,1,N,*,Sro,186.0
141037,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Virginia,1,Northern Virginia,,1,N,H,Trouble Call,332.0
141178,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Virginia,0,Northern Virginia,,1,N,H,Sro,69.0
141803,N,0,0,3,Non-Residential,5I,1,1,Install,In House,72,I,Virginia,0,Northern Virginia,,1,N,*,Install,246.00000000000003
141819,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,53,I,Virginia,0,Northern Virginia,,1,Y,H,Sro,1.0000000000000002
142013,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,43,I,Virginia,0,Northern Virginia,,1,Y,H,Sro,306.0
142063,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Virginia,1,Northern Virginia,,1,N,H,Trouble Call,369.0
142354,N,0,0,3,Non-Residential,5I,1,1,Install,In House,62,I,Virginia,0,Northern Virginia,,1,N,*,Install,250.00000000000003
142357,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,23,I,Virginia,0,Northern Virginia,,1,Y,H,Sro,71.0
142386,N,0,0,3,Non-Residential,5I,0,0,Install,In House,51,I,Virginia,0,Northern Virginia,,1,N,H,Install,303.0
142398,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,123,I,Virginia,0,Northern Virginia,,1,Y,H,Sro,320.0
142418,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Virginia,0,Northern Virginia,,1,N,H,Sro,184.0
142707,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Virginia,1,Northern Virginia,,1,N,H,Trouble Call,265.00000000000006
142791,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Virginia,1,Northern Virginia,,1,N,H,Trouble Call,388.0
142813,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,11,I,Virginia,0,Northern Virginia,,1,N,H,Sro,190.0
142848,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,103,I,Virginia,0,Northern Virginia,,1,Y,H,Sro,1.0000000000000002
142862,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,88.0
142875,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,154.0
142876,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,132.00000000000003
142896,N,0,0,3,Non-Residential,5I,10,11,Install,In House,91,I,Northeast Region,0,Rhode Island,,1,N,*,Install,396.0
142901,N,0,0,3,Non-Residential,5I,2,3,Install,In House,49,I,Northeast Region,0,Rhode Island,,1,N,H,Install,268.00000000000006
142902,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,123,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,1.0000000000000002
142903,N,0,0,3,Non-Residential,5I,3,3,Install,In House,34,I,Northeast Region,0,Rhode Island,,1,N,H,Install,133.00000000000003
142938,N,0,0,3,Non-Residential,5I,0,0,Install,In House,31,I,Northeast Region,0,Rhode Island,,1,N,H,Upgrade,67.00000000000001
142969,N,0,0,3,Non-Residential,5I,0,0,Install,In House,17,I,Northeast Region,0,Rhode Island,,1,N,*,Downgrade,51.0
143020,N,0,0,3,Non-Residential,5I,1,1,Install,In House,72,I,Northeast Region,0,Rhode Island,,1,N,*,Install,107.0
143026,N,0,0,3,Non-Residential,5I,0,0,Install,In House,27,I,Northeast Region,0,Rhode Island,,1,N,H,Downgrade,236.0
143029,N,0,0,3,Non-Residential,5I,1,1,Install,In House,33,I,Northeast Region,0,Rhode Island,,1,N,H,Install,222.0
143039,N,0,0,3,Non-Residential,5I,0,0,Install,In House,75,I,Northeast Region,0,Rhode Island,,1,N,H,Install,320.0
143045,N,0,0,3,Non-Residential,5I,2,3,Install,In House,66,I,Northeast Region,0,Rhode Island,,1,N,*,Install,263.00000000000006
143163,N,0,0,3,Non-Residential,5I,2,2,Install,In House,32,I,Northeast Region,0,Rhode Island,,1,N,*,Restart,67.00000000000001
143206,N,0,0,3,Non-Residential,H3,0,0,SRO,Contractor,33,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,1.0000000000000002
143263,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,57.0
143356,N,0,0,3,Non-Residential,5I,3,3,Install,In House,54,I,Northeast Region,0,Rhode Island,,1,N,*,Install,183.0
143383,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,134.00000000000003
143454,N,0,0,3,Non-Residential,5I,0,0,Install,In House,13,I,Northeast Region,0,Rhode Island,,1,N,H,Upgrade,49.0
143558,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,142.0
143573,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,296.0
143597,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,55,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,396.0
143680,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,87.0
143715,N,0,0,3,Non-Residential,5I,0,0,Install,In House,38,I,Northeast Region,0,Rhode Island,,1,N,H,Install,313.0
143716,N,0,0,3,Non-Residential,5I,0,0,Install,In House,72,I,Northeast Region,0,Rhode Island,,1,N,*,Install,327.0
143737,N,0,0,3,Non-Residential,5I,2,2,Install,In House,96,I,Northeast Region,0,Rhode Island,,1,N,*,Install,333.0
143795,N,0,0,3,Non-Residential,5I,1,1,Install,In House,66,I,Northeast Region,0,Rhode Island,,1,N,*,Install,212.0
143846,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,87.0
143872,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,380.0
143906,Y,0,0,3,Non-Residential,5I,0,0,Trouble Call,In House,16,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,378.0
143914,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,320.0
143980,N,0,0,3,Non-Residential,5I,0,0,Install,In House,15,I,Northeast Region,0,Rhode Island,,1,N,*,Downgrade,26.0
144038,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,123.00000000000001
144039,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,125.00000000000001
144040,N,0,0,3,Non-Residential,5I,0,0,Install,In House,27,I,Northeast Region,0,Rhode Island,,1,N,H,Upgrade,236.0
144265,N,0,0,3,Non-Residential,5I,0,0,Install,In House,15,I,Northeast Region,0,Rhode Island,,1,N,H,Downgrade,156.0
144307,Y,0,0,3,MDU,5I,1,1,Trouble Call,In House,16,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,382.0
144489,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,7,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,214.0
144493,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,7,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,148.0
144497,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,7,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,92.0
144578,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,7,I,Northeast Region,0,Rhode Island,,1,N,H,Sro,72.0
144620,N,0,0,3,Non-Residential,5I,3,3,Install,In House,90,I,Northeast Region,0,Rhode Island,,1,N,*,Install,333.0
144746,N,0,0,3,Non-Residential,5I,1,1,Install,In House,32,I,Northeast Region,0,Rhode Island,,1,N,*,Restart,96.0
144775,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,346.0
144859,Y,0,0,3,Non-Residential,5I,6,7,Trouble Call,In House,16,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,355.0
145036,N,0,0,3,Non-Residential,5I,0,0,Install,In House,7,I,Northeast Region,0,Rhode Island,,1,N,*,Downgrade,43.0
145064,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,273.00000000000006
145107,N,0,0,3,Non-Residential,5I,2,2,Install,In House,60,I,Northeast Region,0,Rhode Island,,1,N,*,Install,81.0
145127,Y,0,0,3,Non-Residential,5I,4,4,Trouble Call,In House,16,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,382.0
145160,Y,0,0,3,Non-Residential,5I,3,3,Trouble Call,In House,16,K,Northeast Region,1,Rhode Island,,1,N,H,Trouble Call,231.0
145173,N,0,0,3,MDU,5I,6,6,Install,In House,91,I,Northeast Region,0,Rhode Island,,1,N,*,Install,208.0
145196,N,0,0,3,Non-Residential,5I,0,0,Disconnect,In House,39,I,Northeast Region,0,Rhode Island,,1,N,*,Disconnect,75.0
145297,N,0,0,3,Non-Residential,5I,3,3,Install,In House,66,I,Northeast Region,0,Rhode Island,,1,N,*,Install,126.00000000000001
145336,N,0,0,3,Non-Residential,5I,1,1,Install,In House,38,I,Northeast Region,0,Rhode Island,,1,N,H,Install,292.0
145343,N,0,0,3,Non-Residential,5I,1,1,Install,In House,90,I,Northeast Region,0,Rhode Island,,1,N,*,Install,378.0
145375,N,0,0,3,Non-Residential,5I,1,1,Install,In House,28,I,Southwest Region,0,Las Vegas,,1,N,*,Restart,86.0
145401,N,0,0,3,Non-Residential,5I,1,1,Install,In House,66,I,Southwest Region,0,Las Vegas,,1,N,*,Install,305.0
145541,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Las Vegas,,0,N,H,Sro,1.0000000000000002
145558,N,0,0,3,Non-Residential,5I,0,0,Install,In House,7,I,Southwest Region,0,Las Vegas,,1,N,H,Install,32.00000000000001
145561,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,15,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,82.0
145615,Y,0,0,3,MDU,5I,3,3,Trouble Call,In House,16,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,341.0
145619,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,7,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,20.0
145757,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southwest Region,0,Las Vegas,,1,N,H,Install,225.0
145832,N,0,0,3,Non-Residential,5I,1,1,Install,In House,56,I,Southwest Region,0,Las Vegas,,1,N,H,Install,170.0
145860,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,23,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,76.0
145861,N,0,0,3,Non-Residential,5I,0,0,Install,In House,13,I,Southwest Region,0,Las Vegas,,1,N,H,Upgrade,51.0
146246,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,321.0
146279,Y,0,0,3,Non-Residential,5I,3,3,Install,In House,64,I,Southwest Region,0,Las Vegas,,1,N,*,Install,40.0
146286,N,0,0,3,Non-Residential,5I,4,4,Install,In House,64,I,Southwest Region,0,Las Vegas,,1,N,*,Install,247.00000000000003
146361,N,0,0,3,Non-Residential,5I,2,2,Install,In House,38,I,Southwest Region,0,Las Vegas,,1,N,H,Install,210.0
146395,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,54.0
146411,N,0,0,3,Non-Residential,5I,1,1,Install,In House,42,I,Southwest Region,0,Las Vegas,,1,N,H,Install,155.0
146510,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,27,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,98.0
146533,Y,0,0,3,Non-Residential,5I,2,2,Trouble Call,In House,16,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,366.0
146580,N,0,0,3,Non-Residential,5I,3,3,Install,In House,78,I,Southwest Region,0,Las Vegas,,1,N,*,Install,335.0
146660,Y,0,0,3,Non-Residential,5I,1,1,Trouble Call,In House,16,K,Southwest Region,1,Las Vegas,,1,N,H,Trouble Call,323.0
146702,N,0,0,3,Non-Residential,5I,2,3,Install,In House,38,I,Southwest Region,0,Las Vegas,,1,N,H,Install,190.0
146703,N,0,0,3,Non-Residential,5I,0,0,Install,In House,72,I,Southwest Region,0,Las Vegas,,1,N,*,Install,353.0
146771,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Southwest Region,0,Las Vegas,,0,N,H,Sro,1.0000000000000002
146796,N,0,0,3,Non-Residential,5I,2,2,Install,In House,42,I,Southwest Region,0,Las Vegas,,1,N,H,Install,358.0
146799,N,0,0,3,Non-Residential,5I,0,0,Install,In House,54,I,Southwest Region,0,Las Vegas,,1,N,*,Install,222.0
146950,N,0,0,3,Non-Residential,5I,3,3,Install,In House,48,I,Southwest Region,0,Las Vegas,,1,N,*,Install,306.0
146967,N,0,0,3,Non-Residential,5I,0,0,Install,In House,45,I,Southwest Region,0,Las Vegas,,1,N,H,Install,274.0
147020,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,19,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,117.0
147059,N,0,0,3,Non-Residential,5I,2,2,Install,In House,46,I,Southwest Region,0,Las Vegas,,1,N,*,Install,273.00000000000006
147074,N,0,0,3,Non-Residential,5I,0,0,Install,In House,66,I,Southwest Region,0,Las Vegas,,1,N,*,Install,211.0
147079,N,0,0,3,Non-Residential,5I,0,0,Install,In House,38,I,Southwest Region,0,Las Vegas,,1,N,H,Install,267.00000000000006
147101,Y,0,0,3,Non-Residential,5I,2,2,Install,In House,63,I,Southwest Region,0,Las Vegas,,1,N,*,Install,77.0
147161,N,0,0,3,Non-Residential,5I,0,0,SRO,In House,51,I,Southwest Region,0,Las Vegas,,1,N,H,Sro,136.00000000000003
147249,N,0,0,3,Non-Residential,5I,3,3,Install,In House,38,I,Southwest Region,0,Las Vegas,,1,N,H,Install,33.00000000000001
147411,N,0,0,3,Non-Residential,5I,2,3,Install,In House,41,I,Southwest Region,0,Las Vegas,,1,N,H,Install,176.0
147414,N,0,0,3,MDU,5I,7,7,Install,In House,42,I,Southwest Region,0,Las Vegas,,1,N,H,Install,144.0
